sensor_id,temperature,vibration,pressure,timestamp
SENSOR_556,72.55,0.6757,1074.6,2026-03-18 17:56:27
SENSOR_134,74.5,4.808,963.79,2026-03-18 17:56:27
SENSOR_260,36.5,3.9512,1017.59,2026-03-18 17:56:27
SENSOR_867,61.63,2.8992,1051.29,2026-03-18 17:56:27
SENSOR_901,76.0,0.8638,1011.51,2026-03-18 17:56:27
SENSOR_249,40.95,4.8675,1097.35,2026-03-18 17:56:27
SENSOR_669,60.33,1.6356,931.39,2026-03-18 17:56:27
SENSOR_986,50.38,4.5326,1076.26,2026-03-18 17:56:27
SENSOR_375,62.66,3.3178,919.48,2026-03-18 17:56:27
SENSOR_517,49.85,1.2424,955.94,2026-03-18 17:56:27
SENSOR_647,94.83,4.342,907.2,2026-03-18 17:56:27
SENSOR_524,94.27,0.6782,927.82,2026-03-18 17:56:27
SENSOR_314,23.35,4.5023,1061.43,2026-03-18 17:56:27
SENSOR_908,74.62,3.9018,1052.78,2026-03-18 17:56:27
SENSOR_475,21.96,4.9622,1018.95,2026-03-18 17:56:27
SENSOR_778,94.24,1.8254,1079.42,2026-03-18 17:56:27
SENSOR_900,67.02,4.8726,978.51,2026-03-18 17:56:27
SENSOR_451,71.99,0.9836,1045.58,2026-03-18 17:56:27
SENSOR_605,59.48,2.5518,971.1,2026-03-18 17:56:27
SENSOR_464,28.09,2.0515,918.54,2026-03-18 17:56:27
SENSOR_562,26.24,4.8167,922.09,2026-03-18 17:56:27
SENSOR_730,34.37,2.0531,909.73,2026-03-18 17:56:27
SENSOR_199,48.16,4.9122,941.34,2026-03-18 17:56:27
SENSOR_384,46.63,2.4415,945.35,2026-03-18 17:56:27
SENSOR_176,78.06,0.782,1044.2,2026-03-18 17:56:27
SENSOR_565,95.93,1.9695,1036.7,2026-03-18 17:56:27
SENSOR_341,45.45,0.9559,957.68,2026-03-18 17:56:27
SENSOR_826,22.11,0.5858,994.75,2026-03-18 17:56:27
SENSOR_831,94.49,3.2135,929.63,2026-03-18 17:56:27
SENSOR_567,59.27,2.1787,937.04,2026-03-18 17:56:27
SENSOR_613,49.42,3.0983,1022.9,2026-03-18 17:56:27
SENSOR_264,63.23,3.3647,1062.13,2026-03-18 17:56:27
SENSOR_744,70.41,4.9837,1076.58,2026-03-18 17:56:27
SENSOR_829,60.8,4.7554,1091.38,2026-03-18 17:56:27
SENSOR_415,64.56,0.2887,931.62,2026-03-18 17:56:27
SENSOR_795,81.88,0.5633,919.88,2026-03-18 17:56:27
SENSOR_178,72.12,0.9859,928.01,2026-03-18 17:56:27
SENSOR_978,62.14,2.3256,988.51,2026-03-18 17:56:27
SENSOR_563,57.09,1.7479,972.66,2026-03-18 17:56:27
SENSOR_652,94.53,3.1451,1017.02,2026-03-18 17:56:27
SENSOR_978,58.85,4.0576,1095.94,2026-03-18 17:56:27
SENSOR_381,61.6,1.9532,1004.49,2026-03-18 17:56:27
SENSOR_608,41.82,3.9809,973.16,2026-03-18 17:56:27
SENSOR_420,65.55,1.6591,1023.04,2026-03-18 17:56:27
SENSOR_991,64.5,0.597,949.24,2026-03-18 17:56:27
SENSOR_430,44.85,4.0759,1068.37,2026-03-18 17:56:27
SENSOR_938,22.04,0.2279,1011.73,2026-03-18 17:56:27
SENSOR_257,99.43,4.6258,1079.01,2026-03-18 17:56:27
SENSOR_338,91.67,1.7546,963.65,2026-03-18 17:56:27
SENSOR_532,96.31,2.4519,913.01,2026-03-18 17:56:27
SENSOR_589,79.07,0.8828,1000.28,2026-03-18 17:56:27
SENSOR_427,84.29,3.6179,1047.04,2026-03-18 17:56:27
SENSOR_555,50.79,1.2993,1046.66,2026-03-18 17:56:27
SENSOR_192,95.07,3.7909,986.58,2026-03-18 17:56:27
SENSOR_722,89.81,1.4114,1042.76,2026-03-18 17:56:27
SENSOR_949,41.51,1.2644,1067.88,2026-03-18 17:56:27
SENSOR_846,62.35,4.8566,1042.75,2026-03-18 17:56:27
SENSOR_787,98.33,0.2253,1080.92,2026-03-18 17:56:27
SENSOR_812,66.28,2.3066,1049.49,2026-03-18 17:56:27
SENSOR_319,55.69,1.7597,936.74,2026-03-18 17:56:27
SENSOR_587,46.35,0.745,1070.32,2026-03-18 17:56:27
SENSOR_165,86.84,0.598,985.02,2026-03-18 17:56:27
SENSOR_672,43.9,2.1518,1003.36,2026-03-18 17:56:27
SENSOR_396,72.53,4.1277,930.11,2026-03-18 17:56:27
SENSOR_853,72.39,2.209,962.17,2026-03-18 17:56:27
SENSOR_676,91.25,1.6538,1087.74,2026-03-18 17:56:27
SENSOR_180,77.88,1.3265,912.48,2026-03-18 17:56:27
SENSOR_346,82.81,3.5837,1056.66,2026-03-18 17:56:27
SENSOR_539,92.37,0.3669,957.37,2026-03-18 17:56:27
SENSOR_108,42.45,4.5939,946.52,2026-03-18 17:56:27
SENSOR_160,28.17,3.6593,938.08,2026-03-18 17:56:27
SENSOR_388,91.11,0.5644,961.62,2026-03-18 17:56:27
SENSOR_739,85.96,3.2599,1084.29,2026-03-18 17:56:27
SENSOR_832,72.63,2.9007,1030.69,2026-03-18 17:56:27
SENSOR_192,40.57,0.6493,1040.8,2026-03-18 17:56:27
SENSOR_133,23.45,4.439,970.76,2026-03-18 17:56:27
SENSOR_963,31.6,3.1668,941.56,2026-03-18 17:56:27
SENSOR_634,64.75,1.453,911.54,2026-03-18 17:56:27
SENSOR_940,20.29,2.6441,981.36,2026-03-18 17:56:27
SENSOR_595,85.73,2.2543,1023.71,2026-03-18 17:56:27
SENSOR_764,65.87,3.0777,970.98,2026-03-18 17:56:27
SENSOR_610,70.84,3.4684,945.8,2026-03-18 17:56:27
SENSOR_516,58.89,2.2262,1083.92,2026-03-18 17:56:27
SENSOR_752,97.23,0.1563,1072.73,2026-03-18 17:56:27
SENSOR_561,33.63,4.8955,1012.68,2026-03-18 17:56:27
SENSOR_654,69.0,1.386,938.32,2026-03-18 17:56:27
