sensor_id,temperature,vibration,pressure,timestamp
SENSOR_601,27.15,4.2166,1076.51,2026-03-18 17:46:25
SENSOR_305,43.31,1.6127,1050.64,2026-03-18 17:46:25
SENSOR_667,34.25,3.52,1071.51,2026-03-18 17:46:25
SENSOR_529,33.86,1.0646,904.21,2026-03-18 17:46:25
SENSOR_535,98.37,2.1569,1027.28,2026-03-18 17:46:25
SENSOR_588,55.53,3.5335,1022.62,2026-03-18 17:46:25
SENSOR_855,67.02,0.5141,910.46,2026-03-18 17:46:25
SENSOR_897,58.36,1.1271,902.22,2026-03-18 17:46:25
SENSOR_922,22.64,4.9097,1072.19,2026-03-18 17:46:25
SENSOR_479,73.23,3.75,1014.13,2026-03-18 17:46:25
SENSOR_743,61.13,2.2898,902.1,2026-03-18 17:46:25
SENSOR_250,95.44,0.3289,973.09,2026-03-18 17:46:25
SENSOR_422,64.1,4.2953,976.75,2026-03-18 17:46:25
SENSOR_937,85.82,0.9321,948.41,2026-03-18 17:46:25
SENSOR_438,88.23,1.0812,1070.05,2026-03-18 17:46:25
SENSOR_358,65.85,2.6835,996.55,2026-03-18 17:46:25
SENSOR_444,72.77,0.7845,1055.69,2026-03-18 17:46:25
SENSOR_196,71.2,3.2469,921.42,2026-03-18 17:46:25
SENSOR_114,63.55,1.6518,1030.36,2026-03-18 17:46:25
SENSOR_397,96.03,2.8211,970.34,2026-03-18 17:46:25
SENSOR_979,35.69,2.9811,979.2,2026-03-18 17:46:25
SENSOR_958,86.92,1.7339,1028.18,2026-03-18 17:46:25
SENSOR_515,98.16,2.4088,928.46,2026-03-18 17:46:25
SENSOR_241,64.23,4.5587,938.2,2026-03-18 17:46:25
SENSOR_428,95.25,1.8713,985.13,2026-03-18 17:46:25
SENSOR_957,54.6,2.8985,1067.85,2026-03-18 17:46:25
SENSOR_882,61.69,4.1068,931.42,2026-03-18 17:46:25
SENSOR_591,54.71,0.6616,1031.87,2026-03-18 17:46:25
SENSOR_596,88.53,1.1998,972.83,2026-03-18 17:46:25
SENSOR_159,23.07,4.9065,1024.33,2026-03-18 17:46:25
SENSOR_432,54.42,1.3551,1043.6,2026-03-18 17:46:25
SENSOR_348,66.01,3.3697,1020.43,2026-03-18 17:46:25
SENSOR_114,73.78,2.3469,949.35,2026-03-18 17:46:25
SENSOR_952,87.51,3.6299,1010.5,2026-03-18 17:46:25
SENSOR_318,74.59,3.1428,909.35,2026-03-18 17:46:25
SENSOR_655,89.36,3.3451,1012.23,2026-03-18 17:46:25
SENSOR_190,51.49,2.6066,917.24,2026-03-18 17:46:25
SENSOR_936,78.76,0.4017,1014.29,2026-03-18 17:46:25
SENSOR_974,98.65,0.4294,920.85,2026-03-18 17:46:25
SENSOR_606,21.6,4.3032,927.4,2026-03-18 17:46:25
SENSOR_440,47.17,0.6931,1057.9,2026-03-18 17:46:25
SENSOR_107,70.72,2.6087,1030.4,2026-03-18 17:46:25
SENSOR_612,27.95,0.2967,1098.77,2026-03-18 17:46:25
SENSOR_294,86.51,3.9438,960.34,2026-03-18 17:46:25
SENSOR_191,80.62,0.7312,963.66,2026-03-18 17:46:25
SENSOR_111,77.83,1.2081,1092.71,2026-03-18 17:46:25
SENSOR_646,72.46,3.2735,902.74,2026-03-18 17:46:25
